Player,Inns,Runs,Overs,Conc,Wkts,Ct,St,Opposition,Ground,StartDate,Result
SKRaina,1,0,7,36,1,2,0,vEngland,Birmingham,9/2/2014,yes
BKumar,2,0,7,36,1,0,0,vWestIndies,Kingston,6/30/2013,yes
MMSharma,2,0,7,36,1,0,0,vBangladesh,Melbourne,3/19/2015,yes
SKRaina,1,0,8,37,1,1,0,vEngland,Nottingham,8/30/2014,yes
RAJadeja,2,0,8.2,37,1,0,0,vSouthAfrica,Melbourne,2/22/2015,yes
ISharma,2,0,10,37,1,0,0,vEngland,Dharamsala,1/27/2013,yes
RAshwin,1,0,9,38,1,0,0,vWestIndies,Perth,3/6/2015,yes
RAJadeja,1,0,10,38,1,0,0,vEngland,Nottingham,8/30/2014,yes
BKumar,1,0,10,38,1,1,0,vNewZealand,Napier,1/19/2014,yes
AMishra,1,0,10,38,1,0,0,vSouthAfrica,Rajkot,10/18/2015,yes
ARPatel,1,0,10,38,1,0,0,vNewZealand,Ranchi,10/26/2016,yes
MMSharma,1,0,6,38,1,0,0,vIreland,Hamilton,3/10/2015,yes
RAJadeja,1,0,10,39,1,0,0,vSouthAfrica,TheOval,6/11/2017,yes
RAJadeja,1,0,10,39,1,0,0,vZimbabwe,Harare,7/28/2013,yes
JDUnadkat,1,0,10,39,1,0,0,vZimbabwe,Harare,7/24/2013,yes
DSKulkarni,2,0,9,39,1,0,0,vZimbabwe,Harare,7/12/2015,yes
ARPatel,2,0,10,39,1,0,0,vEngland,Perth,1/30/2015,yes
ISharma,2,0,10,39,1,0,0,vPakistan,Chennai,12/30/2012,yes
KuldeepYadav,1,0,10,40,1,0,0,vSriLanka,Colombo(RPS),9/3/2017,yes
BKumar,1,0,10,40,1,0,0,vEngland,Ranchi,1/19/2013,yes
MohammedShami,1,0,9,40,1,0,0,vEngland,Nottingham,8/30/2014,yes
SKRaina,1,0,10,40,1,0,0,vIreland,Hamilton,3/10/2015,yes
ARPatel,2,0,10,40,1,2,0,vZimbabwe,Harare,7/12/2015,yes
ARPatel,2,0,10,40,1,1,0,vSouthAfrica,Chennai,10/22/2015,yes
HarbhajanSingh,1,0,10,41,1,0,0,vSouthAfrica,Rajkot,10/18/2015,yes
BKumar,1,0,8,41,1,0,0,vBangladesh,Fatullah,2/26/2014,yes
RAshwin,2,0,8,41,1,0,0,vPakistan,Adelaide,2/15/2015,yes
STRBinny,2,0,6,41,1,0,0,vBangladesh,Dhaka,6/24/2015,yes
RAshwin,1,0,10,42,1,0,0,vAustralia,Sydney,3/26/2015,yes
RAJadeja,1,0,10,42,1,0,0,vZimbabwe,Bulawayo,8/3/2013,yes
BKumar,1,0,8,42,1,1,0,vAustralia,Nagpur,10/30/2013,yes
BKumar,1,0,8,42,1,0,0,vWestIndies,Kanpur,11/27/2013,yes
HHPandya,1,0,8,42,1,0,0,vSriLanka,Pallekele,8/27/2017,yes
UTYadav,1,0,9,42,1,0,0,vNewZealand,Delhi,10/20/2016,yes
STRBinny,2,0,7,42,1,0,0,vZimbabwe,Harare,7/12/2015,yes
DSKulkarni,2,0,7,42,1,0,0,vBangladesh,Dhaka,6/21/2015,yes
UTYadav,2,0,9,42,1,0,0,vWestIndies,Delhi,10/11/2014,yes
RAshwin,1,0,9,43,1,0,0,vSouthAfrica,TheOval,6/11/2017,yes
RAshwin,1,0,10,43,1,1,0,vSriLanka,Hyderabad(Deccan),11/9/2014,yes
BKumar,1,0,7,43,1,0,0,vNewZealand,Hamilton,1/22/2014,yes
ISharma,1,0,10,43,1,0,0,vWestIndies,TheOval,6/11/2013,yes
BKumar,1,0,10,44,1,0,0,vPakistan,TheOval,6/18/2017,yes
RAJadeja,2,0,10,44,1,0,0,vWestIndies,Visakhapatnam,11/24/2013,yes
BKumar,2,0,9.5,44,1,1,0,vAustralia,Melbourne,1/18/2015,yes
MohammedShami,2,0,8.1,44,1,0,0,vAustralia,Melbourne,1/18/2015,yes
ARPatel,2,0,9,44,1,1,0,vBangladesh,Dhaka,6/24/2015,yes
RAJadeja,1,0,7,45,1,0,0,vIreland,Hamilton,3/10/2015,yes
BKumar,1,0,8,45,1,1,0,vEngland,Nottingham,8/30/2014,yes
BKumar,1,0,8,45,1,0,0,vEngland,Leeds,9/5/2014,yes
MohammedShami,1,0,10,45,1,0,0,vZimbabwe,Harare,7/24/2013,yes
ABDinda,2,0,9.1,45,1,0,0,vPakistan,Chennai,12/30/2012,yes
RAJadeja,2,0,10,45,1,0,0,vEngland,Cuttack,1/19/2017,yes
ARPatel,2,0,10,45,1,0,0,vAustralia,Melbourne,1/18/2015,yes
RAJadeja,1,0,8,46,1,0,0,vNewZealand,Hamilton,1/22/2014,yes
ISharma,1,0,6,46,1,0,0,vNewZealand,Hamilton,1/22/2014,yes
UTYadav,1,0,6,46,1,1,0,vEngland,Leeds,9/5/2014,yes
HarbhajanSingh,2,0,10,46,1,2,0,vZimbabwe,Harare,7/10/2015,yes
MohammedShami,2,0,9,46,1,0,0,vEngland,Dharamsala,1/27/2013,yes
RAshwin,1,0,10,47,1,1,0,vNewZealand,Auckland,1/25/2014,yes
RAshwin,2,0,9,47,1,0,0,vWestIndies,PortofSpain,6/25/2017,yes
RAshwin,1,0,9,48,1,0,0,vSouthAfrica,Durban,12/8/2013,yes
RAshwin,1,0,10,48,1,0,0,vEngland,Birmingham,9/2/2014,yes
RAJadeja,1,0,8,48,1,2,0,vBangladesh,Dhaka,6/18/2015,yes
RAJadeja,1,0,10,48,1,1,0,vBangladesh,Birmingham,6/15/2017,yes
BKumar,1,0,9,48,1,0,0,vNewZealand,Auckland,1/25/2014,yes
BKumar,1,0,8,48,1,0,0,vNewZealand,Wellington,1/31/2014,yes
ARPatel,2,0,7,48,1,0,0,vBangladesh,Dhaka,6/21/2015,yes
MMSharma,2,0,10,48,1,0,0,vSouthAfrica,Chennai,10/22/2015,yes
MMSharma,2,0,6.3,48,1,0,0,vWestIndies,Visakhapatnam,11/24/2013,yes
RAshwin,1,0,10,49,1,1,0,vEngland,Leeds,9/5/2014,yes
RAshwin,1,0,10,49,1,0,0,vPakistan,Kolkata,1/3/2013,yes
RAJadeja,1,0,10,49,1,0,0,vWestIndies,Kanpur,11/27/2013,yes
RAJadeja,1,0,10,49,1,0,0,vSouthAfrica,Durban,12/8/2013,yes
MohammedShami,1,0,10,49,1,0,0,vWestIndies,Kanpur,11/27/2013,yes
ARPatel,1,0,10,49,1,1,0,vNewZealand,Delhi,10/20/2016,yes
RAshwin,1,0,8,50,1,0,0,vAustralia,Jaipur,10/16/2013,yes
RAshwin,1,0,10,50,1,1,0,vBangladesh,Fatullah,2/26/2014,yes
RAJadeja,1,0,10,50,1,0,0,vEngland,Pune,1/15/2017,yes
RAJadeja,2,0,9,50,1,0,0,vAustralia,Brisbane,1/15/2016,yes
BKumar,2,0,10,50,1,0,0,vAustralia,Mohali,10/19/2013,yes
ARPatel,1,0,9,51,1,0,0,vSouthAfrica,Rajkot,10/18/2015,yes
VRAaron,2,0,6.1,51,1,0,0,vNewZealand,Hamilton,1/28/2014,yes
VRAaron,1,0,7,52,1,0,0,vNewZealand,Auckland,1/25/2014,yes
HHPandya,1,0,10,52,1,0,0,vSouthAfrica,TheOval,6/11/2017,yes
RAshwin,2,0,9,52,1,0,0,vSriLanka,Cuttack,11/2/2014,yes
MohammedShami,2,0,10,52,1,1,0,vZimbabwe,Harare,7/26/2013,yes
UTYadav,2,0,8,52,1,0,0,vSouthAfrica,Indore,10/14/2015,yes
HHPandya,1,0,10,53,1,0,0,vPakistan,TheOval,6/18/2017,yes
MMSharma,1,0,4.4,53,1,1,0,vBangladesh,Dhaka,6/18/2015,yes
UTYadav,1,0,9,54,1,0,0,vWestIndies,TheOval,6/11/2013,yes
RAshwin,2,0,9,54,1,1,0,vAustralia,Melbourne,1/18/2015,yes
BKumar,2,0,10,54,1,0,0,vSriLanka,TheOval,6/8/2017,yes
AMishra,2,0,10,55,1,0,0,vSouthAfrica,Chennai,10/22/2015,yes
ARPatel,2,0,10,55,1,0,0,vSriLanka,Colombo(RPS),8/31/2017,yes
RAJadeja,1,0,10,56,1,0,0,vAustralia,Ranchi,10/23/2013,yes
ISharma,1,0,7,56,1,0,0,vAustralia,Pune,10/13/2013,yes
RAJadeja,2,0,10,56,1,1,0,vPakistan,Adelaide,2/15/2015,yes
RVinayKumar,1,0,9,57,1,0,0,vZimbabwe,Harare,7/24/2013,yes
UTYadav,1,0,9,57,1,1,0,vSouthAfrica,Centurion,12/11/2013,yes
RAJadeja,1,0,10,58,1,1,0,vWestIndies,Kochi,10/8/2014,yes
DSKulkarni,1,0,9.2,58,1,0,0,vSriLanka,Hyderabad(Deccan),11/9/2014,yes
DSKulkarni,1,0,7,59,1,0,0,vNewZealand,Ranchi,10/26/2016,yes
ARPatel,1,0,10,59,1,0,0,vBangladesh,Dhaka,6/15/2014,yes
UTYadav,1,0,10,60,1,0,0,vNewZealand,Ranchi,10/26/2016,yes
DSKulkarni,2,0,9,60,1,0,0,vZimbabwe,Harare,7/10/2015,yes
ISharma,2,0,10,60,1,0,0,vAustralia,Brisbane,1/15/2016,yes
RAJadeja,1,0,9,61,1,0,0,vNewZealand,Napier,1/19/2014,yes
BKumar,1,0,9,61,1,0,0,vPakistan,Kolkata,1/3/2013,yes
MohammedShami,1,0,10,61,1,1,0,vNewZealand,Wellington,1/31/2014,yes
MohammedShami,2,0,8,61,1,0,0,vNewZealand,Hamilton,1/28/2014,yes
UTYadav,1,0,7,63,1,1,0,vEngland,Pune,1/15/2017,yes
BKumar,2,0,10,63,1,0,0,vEngland,Cuttack,1/19/2017,yes
ISharma,2,0,8,63,1,0,0,vAustralia,Mohali,10/19/2013,yes
RAJadeja,1,0,10,64,1,0,0,vSriLanka,Ahmedabad,11/6/2014,yes
MohammedShami,1,0,8,66,1,0,0,vAustralia,Nagpur,10/30/2013,yes
RAshwin,1,0,10,67,1,0,0,vSriLanka,Kingston,7/2/2013,yes
JJBumrah,1,0,10,68,1,2,0,vEngland,Kolkata,1/22/2017,yes
RVinayKumar,1,0,9,68,1,1,0,vAustralia,Pune,10/13/2013,yes
HarbhajanSingh,1,0,10,70,1,0,0,vSouthAfrica,Mumbai,10/25/2015,yes
AMishra,1,0,10,72,1,0,0,vWestIndies,Kochi,10/8/2014,yes
ISharma,1,0,9,72,1,0,0,vNewZealand,Napier,1/19/2014,yes
VRAaron,1,0,7.5,74,1,1,0,vBangladesh,Fatullah,2/26/2014,yes
RDhawan,1,0,10,74,1,0,0,vAustralia,Sydney,1/23/2016,yes
UTYadav,2,0,10,74,1,0,0,vAustralia,Brisbane,1/15/2016,yes
RAshwin,1,0,10,75,1,1,0,vZimbabwe,Auckland,3/14/2015,yes
UTYadav,1,0,8,82,1,0,0,vAustralia,Sydney,1/23/2016,yes
MMSharma,1,0,7,84,1,0,0,vSouthAfrica,Mumbai,10/25/2015,yes
RVinayKumar,2,0,9,102,1,0,0,vAustralia,Bengaluru,11/2/2013,yes
BKumar,1,0,10,106,1,0,0,vSouthAfrica,Mumbai,10/25/2015,yes
RVUthappa,1,0,0.2,0,0,0,0,vBangladesh,Dhaka,6/15/2014,no
VKohli,1,0,0.2,1,0,0,0,vSouthAfrica,Kanpur,10/11/2015,no
SKRaina,2,0,1,3,0,2,0,vSriLanka,Kolkata,11/13/2014,no
SKRaina,2,0,1,3,0,1,0,vSouthAfrica,Melbourne,2/22/2015,no
SKRaina,1,0,2,4,0,0,0,vZimbabwe,Harare,7/28/2013,no
RGSharma,1,0,2,4,0,0,0,vWestIndies,Kochi,11/21/2013,no
SKRaina,2,0,1,5,0,0,0,vZimbabwe,Harare,7/26/2013,no
VKohli,1,0,1.1,6,0,0,0,vBangladesh,Fatullah,2/26/2014,no
VKohli,2,0,0.5,6,0,1,0,vSriLanka,Cuttack,11/2/2014,no
SKRaina,2,0,1,6,0,2,0,vPakistan,Adelaide,2/15/2015,no
MKTiwary,2,0,1,6,0,1,0,vZimbabwe,Harare,7/10/2015,no
VKohli,1,0,1,7,0,1,0,vAustralia,Sydney,3/26/2015,no
VKohli,1,0,1,7,0,0,0,vZimbabwe,Harare,7/28/2013,no
SKRaina,1,0,1,7,0,0,0,vSouthAfrica,Johannesburg,12/5/2013,no
VKohli,2,0,1,7,0,1,0,vAustralia,Brisbane,1/15/2016,no
SKRaina,2,0,1,7,0,0,0,vEngland,Brisbane,1/20/2015,no
STRBinny,2,0,1,8,0,0,0,vNewZealand,Hamilton,1/28/2014,no
VKohli,1,0,2,9,0,0,0,vSriLanka,Kingston,7/2/2013,no
VKohli,1,0,1,9,0,1,0,vEngland,Rajkot,1/11/2013,no
SKRaina,1,0,2,9,0,2,0,vZimbabwe,Bulawayo,8/3/2013,no
ATRayudu,2,0,1,9,0,0,0,vSriLanka,Fatullah,2/28/2014,no
SKRaina,1,0,2,10,0,0,0,vSriLanka,Kingston,7/2/2013,no
SKRaina,1,0,2,10,0,0,0,vEngland,Mohali,1/23/2013,no
YuvrajSingh,1,0,1,10,0,1,0,vPakistan,Kolkata,1/3/2013,no
VKohli,1,0,2,11,0,1,0,vPakistan,Birmingham,6/15/2013,no
RGSharma,2,0,1,11,0,0,0,vAustralia,Perth,1/12/2016,no
VKohli,1,0,1,12,0,1,0,vAustralia,Pune,10/13/2013,no
VKohli,1,0,2,12,0,0,0,vNewZealand,Hamilton,1/22/2014,no
VKohli,1,0,2,12,0,1,0,vBangladesh,Dhaka,6/18/2015,no
YuvrajSingh,1,0,1,12,0,0,0,vAustralia,Ranchi,10/23/2013,no
VKohli,2,0,2,12,0,0,0,vSriLanka,Colombo(RPS),8/31/2017,no
BKumar,2,0,6,12,0,0,0,vZimbabwe,Harare,7/14/2015,no
VKohli,1,0,3,13,0,0,0,vNewZealand,Napier,1/19/2014,no
SKRaina,1,0,2,13,0,1,0,vSouthAfrica,Rajkot,10/18/2015,no
VKohli,2,0,2,13,0,2,0,vAustralia,Perth,1/12/2016,no
VKohli,1,0,2,14,0,1,0,vSouthAfrica,Mumbai,10/25/2015,no
SKRaina,1,0,2,14,0,0,0,vWestIndies,Kochi,10/8/2014,no
ISharma,1,0,4,14,0,0,0,vSriLanka,Hyderabad(Deccan),11/9/2014,no
YuvrajSingh,1,0,2,14,0,0,0,vEngland,Pune,1/15/2017,no
VKohli,2,0,1,14,0,0,0,vWestIndies,Dharamsala,10/17/2014,no
SKRaina,2,0,2,14,0,0,0,vBangladesh,Dhaka,6/21/2015,no
VKohli,1,0,2,15,0,2,0,vAustralia,Nagpur,10/30/2013,no
SKRaina,1,0,3,15,0,0,0,vSriLanka,Hyderabad(Deccan),11/9/2014,no
RVinayKumar,1,0,6,15,0,2,0,vSriLanka,PortofSpain,7/11/2013,no
SKRaina,2,0,3,15,0,0,0,vBangladesh,Melbourne,3/19/2015,no
YuvrajSingh,2,0,2,15,0,0,0,vEngland,Dharamsala,1/27/2013,no
SKRaina,1,0,3,16,0,2,0,vSouthAfrica,Centurion,12/11/2013,yes
MSDhoni,1,0,4,17,0,0,1,vSriLanka,Cardiff,6/20/2013,yes
GurkeeratSingh,1,0,2,17,0,0,0,vAustralia,Sydney,1/23/2016,yes
VKohli,1,0,3,17,0,0,0,vSriLanka,PortofSpain,7/11/2013,yes
VKohli,1,0,3,17,0,0,0,vSouthAfrica,Durban,12/8/2013,yes
SKRaina,1,0,2,17,0,0,0,vAustralia,Nagpur,10/30/2013,yes
ATRayudu,1,0,3,17,0,0,0,vBangladesh,Fatullah,2/26/2014,yes
MMSharma,1,0,3,17,0,1,0,vEngland,Nottingham,8/30/2014,yes
YuvrajSingh,1,0,3,17,0,0,0,vEngland,Kolkata,1/22/2017,yes
VKohli,2,0,3,17,0,0,0,vSriLanka,TheOval,6/8/2017,yes
KMJadhav,2,0,3,18,0,0,0,vSriLanka,TheOval,6/8/2017,yes
VKohli,2,0,1,18,0,0,0,vAustralia,Mohali,10/19/2013,yes
BKumar,2,0,2,18,0,0,0,vEngland,Brisbane,1/20/2015,yes
SKRaina,2,0,2,18,0,1,0,vSouthAfrica,Indore,10/14/2015,yes
MMSharma,2,0,6,18,0,0,0,vEngland,Cardiff,8/27/2014,yes
MVijay,2,0,3,18,0,1,0,vZimbabwe,Harare,7/12/2015,yes
BKumar,2,0,3,19,0,0,0,vEngland,Birmingham,6/23/2013,yes
BKumar,2,0,5,19,0,0,0,vWestIndies,NorthSound,6/30/2017,yes
SKRaina,2,0,3,19,0,0,0,vEngland,Birmingham,6/23/2013,yes
YuvrajSingh,2,0,4,19,0,0,0,vEngland,Kochi,1/15/2013,yes
KMJadhav,1,0,4,20,0,0,0,vSriLanka,Colombo(RPS),9/3/2017,yes
VKohli,2,0,2,20,0,1,0,vWestIndies,Delhi,10/11/2014,yes
YuvrajSingh,2,0,3,20,0,0,0,vAustralia,Mohali,10/19/2013,yes
RGSharma,1,0,3,21,0,0,0,vIreland,Hamilton,3/10/2015,yes
VKohli,2,0,2.5,21,0,0,0,vPakistan,Chennai,12/30/2012,yes
VKohli,1,0,3,22,0,0,0,vSouthAfrica,Centurion,12/11/2013,yes
STRBinny,2,0,4,22,0,0,0,vSriLanka,Fatullah,2/28/2014,yes
KMJadhav,1,0,4,23,0,0,0,vEngland,Pune,1/15/2017,yes
MMSharma,1,0,5.4,23,0,0,0,vBangladesh,Dhaka,6/15/2014,yes
JJBumrah,2,0,5,23,0,0,0,vPakistan,Birmingham,6/4/2017,yes
MohammedShami,2,0,4,23,0,0,0,vEngland,Brisbane,1/20/2015,yes
SKRaina,2,0,2.1,23,0,0,0,vPakistan,Chennai,12/30/2012,yes
ATRayudu,2,0,3,23,0,0,0,vNewZealand,Hamilton,1/28/2014,yes
GurkeeratSingh,1,0,3,24,0,1,0,vAustralia,Canberra,1/20/2016,yes
SKRaina,2,0,2,24,0,1,0,vAustralia,Melbourne,1/18/2015,yes
BKumar,1,0,8,25,0,0,0,vAfghanistan,Dhaka,3/5/2014,yes
SKRaina,1,0,6,25,0,0,0,vSriLanka,PortofSpain,7/11/2013,yes
RAshwin,2,0,4,25,0,2,0,vWestIndies,PortofSpain,7/5/2013,yes
YuvrajSingh,2,0,5,25,0,0,0,vWestIndies,PortofSpain,6/25/2017,yes
VKohli,1,0,4,26,0,0,0,vWestIndies,TheOval,6/11/2013,yes
BKumar,1,0,5,26,0,1,0,vWestIndies,Kochi,11/21/2013,yes
SKRaina,1,0,4,26,0,0,0,vNewZealand,Auckland,1/25/2014,yes
VRAaron,2,0,4.1,26,0,0,0,vSriLanka,Cuttack,11/2/2014,yes
RAJadeja,1,0,10,27,0,0,0,vWestIndies,Kingston,7/6/2017,yes
KMJadhav,1,0,8,27,0,0,0,vNewZealand,Ranchi,10/26/2016,yes
GurkeeratSingh,2,0,5,27,0,0,0,vAustralia,Melbourne,1/17/2016,yes
RAJadeja,2,0,7,28,0,0,0,vBangladesh,Dhaka,6/21/2015,yes
ISharma,2,0,4,28,0,0,0,vEngland,Kochi,1/15/2013,yes
JJBumrah,1,0,8,29,0,0,0,vNewZealand,Dharamsala,10/16/2016,yes
SKRaina,1,0,5,29,0,0,0,vWestIndies,Kanpur,11/27/2013,yes
UTYadav,1,0,6.4,29,0,0,0,vPakistan,Birmingham,6/15/2013,yes
RGSharma,2,0,5,29,0,2,0,vSriLanka,Fatullah,2/28/2014,yes
BKumar,1,0,10,30,0,1,0,vEngland,Mohali,1/23/2013,yes
UTYadav,1,0,8,30,0,0,0,vSriLanka,Cardiff,6/20/2013,yes
RAshwin,2,0,10,30,0,2,0,vBangladesh,Melbourne,3/19/2015,yes
JDUnadkat,1,0,6,31,0,0,0,vAustralia,Ranchi,10/23/2013,yes
RAJadeja,1,0,6,32,0,0,0,vSouthAfrica,Centurion,12/11/2013,yes
KMJadhav,1,0,4.4,32,0,0,0,vSriLanka,Pallekele,8/24/2017,yes
SKRaina,1,0,6,32,0,0,0,vSouthAfrica,Durban,12/8/2013,yes
BKumar,2,0,5,32,0,0,0,vBangladesh,Dhaka,6/21/2015,yes
BKumar,2,0,7,32,0,1,0,vWestIndies,Delhi,10/11/2014,yes
HHPandya,2,0,9,32,0,1,0,vWestIndies,PortofSpain,6/25/2017,yes
ARPatel,2,0,7.3,32,0,0,0,vEngland,Brisbane,1/20/2015,yes
UTYadav,2,0,5,32,0,0,0,vBangladesh,Dhaka,6/17/2014,yes
RAJadeja,1,0,10,33,0,0,0,vZimbabwe,Harare,7/24/2013,yes
BKumar,1,0,6,33,0,0,0,vSriLanka,Dambulla,8/20/2017,yes
MohammedShami,1,0,10,33,0,0,0,vWestIndies,NorthSound,7/2/2017,yes
ATRayudu,1,0,4,33,0,2,0,vSriLanka,Ranchi,11/16/2014,yes
RDhawan,2,0,6,33,0,0,0,vAustralia,Melbourne,1/17/2016,yes
RAJadeja,2,0,10,33,0,0,0,vNewZealand,Hamilton,1/28/2014,yes
UTYadav,2,0,4,33,0,0,0,vBangladesh,Dhaka,6/24/2015,yes
YuvrajSingh,2,0,5,33,0,0,0,vPakistan,Chennai,12/30/2012,yes
HHPandya,1,0,4,34,0,0,0,vBangladesh,Birmingham,6/15/2017,yes
HHPandya,1,0,5,34,0,1,0,vNewZealand,Mohali,10/23/2016,yes
RAshwin,2,0,10,34,0,1,0,vPakistan,Chennai,12/30/2012,yes
UTYadav,2,0,6,34,0,0,0,vSouthAfrica,Melbourne,2/22/2015,yes
DSKulkarni,1,0,7,35,0,1,0,vEngland,Birmingham,9/2/2014,yes
HHPandya,1,0,6,35,0,0,0,vSriLanka,Dambulla,8/20/2017,yes
YuvrajSingh,1,0,4,35,0,0,0,vAustralia,Jaipur,10/16/2013,yes
KuldeepYadav,1,0,10,36,0,1,0,vWestIndies,Kingston,7/6/2017,yes
SKRaina,2,0,6,36,0,2,0,vSouthAfrica,Cardiff,6/6/2013,yes
UTYadav,2,0,6,36,0,0,0,vWestIndies,PortofSpain,6/25/2017,yes
RAshwin,1,0,6,37,0,0,0,vNewZealand,Wellington,1/31/2014,yes
RAJadeja,1,0,10,37,0,0,0,vBangladesh,Fatullah,2/26/2014,yes
SKRaina,1,0,7,37,0,1,0,vSouthAfrica,Kanpur,10/11/2015,yes
BKumar,1,0,10,38,0,0,0,vWestIndies,Kochi,10/8/2014,yes
SKRaina,1,0,8,38,0,0,0,vAustralia,Ranchi,10/23/2013,yes
ISharma,1,0,7,38,0,0,0,vSouthAfrica,Durban,12/8/2013,yes
JDUnadkat,1,0,6,39,0,0,0,vWestIndies,Kochi,11/21/2013,yes
SKRaina,1,0,10,40,0,0,0,vBangladesh,Dhaka,6/18/2015,yes
BBSran,1,0,8,40,0,0,0,vZimbabwe,Harare,6/15/2016,yes
BKumar,1,0,7,41,0,0,0,vAustralia,Pune,10/13/2013,yes
BKumar,1,0,9,41,0,0,0,vSriLanka,Pallekele,8/27/2017,yes
ARPatel,1,0,9,41,0,0,0,vNewZealand,Dharamsala,10/16/2016,yes
RAshwin,2,0,10,41,0,0,0,vNewZealand,Hamilton,1/28/2014,yes
ABDinda,1,0,7,42,0,0,0,vPakistan,Kolkata,1/3/2013,yes
BKumar,2,0,9,42,0,1,0,vAustralia,Perth,1/12/2016,yes
SKRaina,2,0,7,42,0,0,0,vWestIndies,Visakhapatnam,11/24/2013,yes
UTYadav,2,0,6,42,0,0,0,vEngland,Brisbane,1/20/2015,yes
HHPandya,1,0,9,45,0,0,0,vNewZealand,Delhi,10/20/2016,yes
UTYadav,1,0,6,45,0,0,0,vSouthAfrica,Durban,12/8/2013,yes
KMJadhav,2,0,5,45,0,0,0,vEngland,Cuttack,1/19/2017,yes
BKumar,2,0,9.2,45,0,0,0,vSriLanka,Fatullah,2/28/2014,yes
BKumar,2,0,9,45,0,0,0,vEngland,Dharamsala,1/27/2013,yes
RAJadeja,1,0,10,46,0,1,0,vAustralia,Sydney,1/23/2016,yes
RAJadeja,1,0,10,46,0,0,0,vEngland,Rajkot,1/11/2013,yes
MMSharma,1,0,7,47,0,0,0,vWestIndies,Kanpur,11/27/2013,yes
RAshwin,2,0,10,47,0,0,0,vSouthAfrica,Cardiff,6/6/2013,yes
BKumar,2,0,8,47,0,0,0,vAustralia,Bengaluru,11/2/2013,yes
RAJadeja,1,0,10,48,0,2,0,vWestIndies,NorthSound,7/2/2017,yes
SNThakur,1,0,6,48,0,1,0,vSriLanka,Colombo(RPS),9/3/2017,yes
YSChahal,1,0,10,49,0,0,0,vSriLanka,Pallekele,8/27/2017,yes
ARPatel,1,0,10,49,0,0,0,vNewZealand,Mohali,10/23/2016,yes
MohammedShami,2,0,10,49,0,0,0,vPakistan,Dhaka,3/2/2014,yes
RVinayKumar,2,0,9,49,0,0,0,vZimbabwe,Harare,7/26/2013,yes
RAshwin,1,0,8,50,0,0,0,vNewZealand,Hamilton,1/22/2014,yes
RAshwin,2,0,10,50,0,0,0,vEngland,Dharamsala,1/27/2013,yes
RAJadeja,2,0,10,50,0,0,0,vWestIndies,Kingston,6/30/2013,yes
RAJadeja,1,0,10,51,0,0,0,vAustralia,Canberra,1/20/2016,yes
HHPandya,2,0,7,51,0,0,0,vSriLanka,TheOval,6/8/2017,yes
BBSran,2,0,9,51,0,0,0,vAustralia,Brisbane,1/15/2016,yes
RAshwin,1,0,10,52,0,1,0,vNewZealand,Napier,1/19/2014,yes
BKumar,1,0,7,52,0,0,0,vEngland,Rajkot,1/11/2013,yes
JJBumrah,2,0,10,52,0,0,0,vSriLanka,TheOval,6/8/2017,yes
RAJadeja,2,0,6,52,0,1,0,vSriLanka,TheOval,6/8/2017,yes
RDhawan,1,0,9,53,0,0,0,vAustralia,Canberra,1/20/2016,yes
BKumar,1,0,10,53,0,0,0,vSriLanka,Pallekele,8/24/2017,yes
RAshwin,1,0,10,54,0,0,0,vBangladesh,Birmingham,6/15/2017,yes
RAJadeja,1,0,9,54,0,0,0,vNewZealand,Wellington,1/31/2014,yes
BKumar,1,0,10,54,0,1,0,vAustralia,Jaipur,10/16/2013,yes
UTYadav,2,0,10,54,0,0,0,vAustralia,Perth,1/12/2016,yes
RAJadeja,1,0,9,55,0,0,0,vSriLanka,Kingston,7/2/2013,yes
RAJadeja,1,0,10,56,0,0,0,vAustralia,Sydney,3/26/2015,yes
BKumar,1,0,8,56,0,0,0,vEngland,Kolkata,1/22/2017,yes
RAshwin,1,0,10,58,0,0,0,vSouthAfrica,Johannesburg,12/5/2013,yes
RAJadeja,1,0,8,58,0,1,0,vSouthAfrica,Johannesburg,12/5/2013,yes
MohammedShami,1,0,8,58,0,0,0,vEngland,Mohali,1/23/2013,yes
ISharma,1,0,10,58,0,0,0,vSriLanka,Ahmedabad,11/6/2014,yes
RAshwin,2,0,9,58,0,0,0,vAustralia,Mohali,10/19/2013,yes
RAshwin,1,0,9,60,0,0,0,vEngland,Kolkata,1/22/2017,yes
RAshwin,2,0,10,60,0,0,0,vAustralia,Brisbane,1/15/2016,yes
HHPandya,2,0,6,60,0,0,0,vEngland,Cuttack,1/19/2017,yes
RAshwin,1,0,9,61,0,0,0,vEngland,Rajkot,1/11/2013,yes
KVSharma,1,0,10,61,0,1,0,vSriLanka,Ranchi,11/16/2014,yes
MMSharma,1,0,9,61,0,0,0,vWestIndies,Kochi,10/8/2014,yes
RAJadeja,2,0,9,61,0,0,0,vAustralia,Perth,1/12/2016,yes
RAJadeja,2,0,10,61,0,2,0,vPakistan,Dhaka,3/2/2014,yes
RAJadeja,2,0,9.5,62,0,1,0,vEngland,Perth,1/30/2015,yes
BKumar,2,0,10,62,0,0,0,vNewZealand,Hamilton,1/28/2014,yes
RAshwin,1,0,9,63,0,0,0,vSouthAfrica,Centurion,12/11/2013,yes
RAshwin,1,0,8,63,0,0,0,vEngland,Pune,1/15/2017,yes
STRBinny,1,0,8,63,0,0,0,vSouthAfrica,Kanpur,10/11/2015,yes
