Player,Overs,Mdns,Runs,Wkts,Economy,Inns,Opposition,Ground,StartDate,Result
BKumar,10,0,53,0,5.3,1,vSriLanka,Pallekele,8/24/2017,no
BKumar,10,0,54,0,5.4,1,vAustralia,Jaipur,10/16/2013,no
RAJadeja,9,0,54,0,6,1,vNewZealand,Wellington,1/31/2014,no
UTYadav,10,0,54,0,5.4,2,vAustralia,Perth,1/12/2016,no
RAshwin,10,0,54,0,5.4,1,vBangladesh,Birmingham,6/15/2017,no
RAJadeja,9,0,55,0,6.11,1,vSriLanka,Kingston,7/2/2013,no
RAJadeja,10,0,56,0,5.6,1,vAustralia,Sydney,3/26/2015,no
BKumar,8,0,56,0,7,1,vEngland,Kolkata,1/22/2017,no
MohammedShami,8,0,58,0,7.25,1,vEngland,Mohali,1/23/2013,no
RAshwin,9,0,58,0,6.44,2,vAustralia,Mohali,10/19/2013,no
RAshwin,10,0,58,0,5.8,1,vSouthAfrica,Johannesburg,12/5/2013,no
RAJadeja,8,0,58,0,7.25,1,vSouthAfrica,Johannesburg,12/5/2013,no
ISharma,10,0,58,0,5.8,1,vSriLanka,Ahmedabad,11/6/2014,no
RAshwin,10,0,60,0,6,2,vAustralia,Brisbane,1/15/2016,no
HHPandya,6,0,60,0,10,2,vEngland,Cuttack,1/19/2017,no
RAshwin,9,0,60,0,6.66,1,vEngland,Kolkata,1/22/2017,no
RAshwin,9,0,61,0,6.77,1,vEngland,Rajkot,1/11/2013,no
RAJadeja,10,1,61,0,6.1,2,vPakistan,Dhaka,3/2/2014,no
MMSharma,9,0,61,0,6.77,1,vWestIndies,Kochi,10/8/2014,no
KVSharma,10,0,61,0,6.1,1,vSriLanka,Ranchi,11/16/2014,no
RAJadeja,9,0,61,0,6.77,2,vAustralia,Perth,1/12/2016,no
BKumar,10,0,62,0,6.2,2,vNewZealand,Hamilton,1/28/2014,no
RAJadeja,9.5,0,62,0,6.3,2,vEngland,Perth,1/30/2015,no
RAshwin,9,0,63,0,7,1,vSouthAfrica,Centurion,12/11/2013,no
STRBinny,8,0,63,0,7.87,1,vSouthAfrica,Kanpur,10/11/2015,no
BBSran,8,0,63,0,7.87,2,vAustralia,Melbourne,1/17/2016,no
RAshwin,8,0,63,0,7.87,1,vEngland,Pune,1/15/2017,no
UTYadav,8,0,64,0,8,1,vSriLanka,Kingston,7/2/2013,no
KVSharma,9,1,64,0,7.11,2,vSriLanka,Kolkata,11/13/2014,no
BKumar,10,1,65,0,6.5,1,vSouthAfrica,Rajkot,10/18/2015,no
ARPatel,8,0,65,0,8.12,1,vSouthAfrica,Mumbai,10/25/2015,no
RAJadeja,9,0,66,0,7.33,1,vEngland,Leeds,9/5/2014,no
BKumar,10,0,67,0,6.7,1,vSouthAfrica,Kanpur,10/11/2015,no
UTYadav,9.4,0,67,0,6.93,2,vSriLanka,TheOval,6/8/2017,no
RAJadeja,8,0,67,0,8.37,1,vPakistan,TheOval,6/18/2017,no
MohammedShami,10,0,68,0,6.8,1,vSriLanka,Kingston,7/2/2013,no
ISharma,9,0,68,0,7.55,1,vSriLanka,Kingston,7/2/2013,no
BKumar,9,0,68,0,7.55,1,vSouthAfrica,Johannesburg,12/5/2013,no
MohammedShami,10,0,68,0,6.8,1,vAustralia,Sydney,3/26/2015,no
JJBumrah,9,0,68,0,7.55,1,vPakistan,TheOval,6/18/2017,no
BKumar,8,0,69,0,8.62,1,vAustralia,Canberra,1/20/2016,no
ISharma,9,1,70,0,7.77,1,vAustralia,Jaipur,10/16/2013,no
RAshwin,10,0,70,0,7,1,vPakistan,TheOval,6/18/2017,no
RAJadeja,10,0,71,0,7.1,1,vZimbabwe,Auckland,3/14/2015,no
RAJadeja,10,0,72,0,7.2,1,vAustralia,Jaipur,10/16/2013,no
AMishra,10,0,78,0,7.8,1,vAustralia,Nagpur,10/30/2013,no
AMishra,10,0,78,0,7.8,1,vSouthAfrica,Mumbai,10/25/2015,no
MMSharma,10,0,82,0,8.2,1,vSouthAfrica,Johannesburg,12/5/2013,no
ISharma,10,2,86,0,8.6,1,vEngland,Rajkot,1/11/2013,no
MSDhoni,0,0,0,0,0,2,vPakistan,Chennai,12/30/2012,no
GGambhir,0,0,0,0,0,2,vPakistan,Chennai,12/30/2012,no
VSehwag,0,0,0,0,0,2,vPakistan,Chennai,12/30/2012,no
RGSharma,0,0,0,0,0,2,vPakistan,Chennai,12/30/2012,no
MSDhoni,0,0,0,0,0,1,vPakistan,Kolkata,1/3/2013,no
GGambhir,0,0,0,0,0,1,vPakistan,Kolkata,1/3/2013,no
VSehwag,0,0,0,0,0,1,vPakistan,Kolkata,1/3/2013,no
VKohli,0,0,0,0,0,1,vPakistan,Kolkata,1/3/2013,no
MSDhoni,0,0,0,0,0,2,vPakistan,Delhi,1/6/2013,no
YuvrajSingh,0,0,0,0,0,2,vPakistan,Delhi,1/6/2013,no
GGambhir,0,0,0,0,0,2,vPakistan,Delhi,1/6/2013,no
SKRaina,0,0,0,0,0,2,vPakistan,Delhi,1/6/2013,no
VKohli,0,0,0,0,0,2,vPakistan,Delhi,1/6/2013,no
AMRahane,0,0,0,0,0,2,vPakistan,Delhi,1/6/2013,no
MSDhoni,0,0,0,0,0,1,vEngland,Rajkot,1/11/2013,no
YuvrajSingh,0,0,0,0,0,1,vEngland,Rajkot,1/11/2013,no
GGambhir,0,0,0,0,0,1,vEngland,Rajkot,1/11/2013,no
AMRahane,0,0,0,0,0,1,vEngland,Rajkot,1/11/2013,no
MSDhoni,0,0,0,0,0,2,vEngland,Kochi,1/15/2013,no
GGambhir,0,0,0,0,0,2,vEngland,Kochi,1/15/2013,no
SKRaina,0,0,0,0,0,2,vEngland,Kochi,1/15/2013,no
VKohli,0,0,0,0,0,2,vEngland,Kochi,1/15/2013,no
AMRahane,0,0,0,0,0,2,vEngland,Kochi,1/15/2013,no
MSDhoni,0,0,0,0,0,1,vEngland,Ranchi,1/19/2013,no
YuvrajSingh,0,0,0,0,0,1,vEngland,Ranchi,1/19/2013,no
GGambhir,0,0,0,0,0,1,vEngland,Ranchi,1/19/2013,no
VKohli,0,0,0,0,0,1,vEngland,Ranchi,1/19/2013,no
AMRahane,0,0,0,0,0,1,vEngland,Ranchi,1/19/2013,no
MSDhoni,0,0,0,0,0,1,vEngland,Mohali,1/23/2013,no
YuvrajSingh,0,0,0,0,0,1,vEngland,Mohali,1/23/2013,no
GGambhir,0,0,0,0,0,1,vEngland,Mohali,1/23/2013,no
RGSharma,0,0,0,0,0,1,vEngland,Mohali,1/23/2013,no
VKohli,0,0,0,0,0,1,vEngland,Mohali,1/23/2013,no
MSDhoni,0,0,0,0,0,2,vEngland,Dharamsala,1/27/2013,no
GGambhir,0,0,0,0,0,2,vEngland,Dharamsala,1/27/2013,no
SKRaina,0,0,0,0,0,2,vEngland,Dharamsala,1/27/2013,no
RGSharma,0,0,0,0,0,2,vEngland,Dharamsala,1/27/2013,no
VKohli,0,0,0,0,0,2,vEngland,Dharamsala,1/27/2013,no
MSDhoni,0,0,0,0,0,2,vSouthAfrica,Cardiff,6/6/2013,no
KDKarthik,0,0,0,0,0,2,vSouthAfrica,Cardiff,6/6/2013,no
SDhawan,0,0,0,0,0,2,vSouthAfrica,Cardiff,6/6/2013,no
RGSharma,0,0,0,0,0,2,vSouthAfrica,Cardiff,6/6/2013,no
VKohli,0,0,0,0,0,2,vSouthAfrica,Cardiff,6/6/2013,no
MSDhoni,0,0,0,0,0,1,vWestIndies,TheOval,6/11/2013,no
KDKarthik,0,0,0,0,0,1,vWestIndies,TheOval,6/11/2013,no
SKRaina,0,0,0,0,0,1,vWestIndies,TheOval,6/11/2013,no
SDhawan,0,0,0,0,0,1,vWestIndies,TheOval,6/11/2013,no
RGSharma,0,0,0,0,0,1,vWestIndies,TheOval,6/11/2013,no
MSDhoni,0,0,0,0,0,1,vPakistan,Birmingham,6/15/2013,no
KDKarthik,0,0,0,0,0,1,vPakistan,Birmingham,6/15/2013,no
SKRaina,0,0,0,0,0,1,vPakistan,Birmingham,6/15/2013,no
SDhawan,0,0,0,0,0,1,vPakistan,Birmingham,6/15/2013,no
RGSharma,0,0,0,0,0,1,vPakistan,Birmingham,6/15/2013,no
KDKarthik,0,0,0,0,0,1,vSriLanka,Cardiff,6/20/2013,no
SKRaina,0,0,0,0,0,1,vSriLanka,Cardiff,6/20/2013,no
SDhawan,0,0,0,0,0,1,vSriLanka,Cardiff,6/20/2013,no
RGSharma,0,0,0,0,0,1,vSriLanka,Cardiff,6/20/2013,no
VKohli,0,0,0,0,0,1,vSriLanka,Cardiff,6/20/2013,no
MSDhoni,0,0,0,0,0,2,vEngland,Birmingham,6/23/2013,no
KDKarthik,0,0,0,0,0,2,vEngland,Birmingham,6/23/2013,no
SDhawan,0,0,0,0,0,2,vEngland,Birmingham,6/23/2013,no
RGSharma,0,0,0,0,0,2,vEngland,Birmingham,6/23/2013,no
VKohli,0,0,0,0,0,2,vEngland,Birmingham,6/23/2013,no
MSDhoni,0,0,0,0,0,2,vWestIndies,Kingston,6/30/2013,no
KDKarthik,0,0,0,0,0,2,vWestIndies,Kingston,6/30/2013,no
SDhawan,0,0,0,0,0,2,vWestIndies,Kingston,6/30/2013,no
RGSharma,0,0,0,0,0,2,vWestIndies,Kingston,6/30/2013,no
VKohli,0,0,0,0,0,2,vWestIndies,Kingston,6/30/2013,no
MVijay,0,0,0,0,0,1,vSriLanka,Kingston,7/2/2013,no
KDKarthik,0,0,0,0,0,1,vSriLanka,Kingston,7/2/2013,no
SDhawan,0,0,0,0,0,1,vSriLanka,Kingston,7/2/2013,no
RGSharma,0,0,0,0,0,1,vSriLanka,Kingston,7/2/2013,no
KDKarthik,0,0,0,0,0,2,vWestIndies,PortofSpain,7/5/2013,no
SKRaina,0,0,0,0,0,2,vWestIndies,PortofSpain,7/5/2013,no
SDhawan,0,0,0,0,0,2,vWestIndies,PortofSpain,7/5/2013,no
RGSharma,0,0,0,0,0,2,vWestIndies,PortofSpain,7/5/2013,no
MVijay,0,0,0,0,0,2,vWestIndies,PortofSpain,7/5/2013,no
VKohli,0,0,0,0,0,2,vWestIndies,PortofSpain,7/5/2013,no
KDKarthik,0,0,0,0,0,2,vSriLanka,PortofSpain,7/9/2013,no
SKRaina,0,0,0,0,0,2,vSriLanka,PortofSpain,7/9/2013,no
SDhawan,0,0,0,0,0,2,vSriLanka,PortofSpain,7/9/2013,no
RGSharma,0,0,0,0,0,2,vSriLanka,PortofSpain,7/9/2013,no
MVijay,0,0,0,0,0,2,vSriLanka,PortofSpain,7/9/2013,no
VKohli,0,0,0,0,0,2,vSriLanka,PortofSpain,7/9/2013,no
MSDhoni,0,0,0,0,0,1,vSriLanka,PortofSpain,7/11/2013,no
KDKarthik,0,0,0,0,0,1,vSriLanka,PortofSpain,7/11/2013,no
SDhawan,0,0,0,0,0,1,vSriLanka,PortofSpain,7/11/2013,no
RGSharma,0,0,0,0,0,1,vSriLanka,PortofSpain,7/11/2013,no
KDKarthik,0,0,0,0,0,1,vZimbabwe,Harare,7/24/2013,no
ATRayudu,0,0,0,0,0,1,vZimbabwe,Harare,7/24/2013,no
SDhawan,0,0,0,0,0,1,vZimbabwe,Harare,7/24/2013,no
RGSharma,0,0,0,0,0,1,vZimbabwe,Harare,7/24/2013,no
VKohli,0,0,0,0,0,1,vZimbabwe,Harare,7/24/2013,no
KDKarthik,0,0,0,0,0,2,vZimbabwe,Harare,7/26/2013,no
ATRayudu,0,0,0,0,0,2,vZimbabwe,Harare,7/26/2013,no
SDhawan,0,0,0,0,0,2,vZimbabwe,Harare,7/26/2013,no
RGSharma,0,0,0,0,0,2,vZimbabwe,Harare,7/26/2013,no
VKohli,0,0,0,0,0,2,vZimbabwe,Harare,7/26/2013,no
KDKarthik,0,0,0,0,0,1,vZimbabwe,Harare,7/28/2013,no
ATRayudu,0,0,0,0,0,1,vZimbabwe,Harare,7/28/2013,no
SDhawan,0,0,0,0,0,1,vZimbabwe,Harare,7/28/2013,no
RGSharma,0,0,0,0,0,1,vZimbabwe,Harare,7/28/2013,no
VKohli,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/1/2013,no
KDKarthik,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/1/2013,no
ATRayudu,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/1/2013,no
SKRaina,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/1/2013,no
CAPujara,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/1/2013,no
RGSharma,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/1/2013,no
KDKarthik,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/3/2013,no
SDhawan,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/3/2013,no
CAPujara,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/3/2013,no
VKohli,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/3/2013,no
AMRahane,0,0,0,0,0,1,vZimbabwe,Bulawayo,8/3/2013,no
MSDhoni,0,0,0,0,0,1,vAustralia,Pune,10/13/2013,no
SKRaina,0,0,0,0,0,1,vAustralia,Pune,10/13/2013,no
SDhawan,0,0,0,0,0,1,vAustralia,Pune,10/13/2013,no
RGSharma,0,0,0,0,0,1,vAustralia,Pune,10/13/2013,no
MSDhoni,0,0,0,0,0,1,vAustralia,Jaipur,10/16/2013,no
SKRaina,0,0,0,0,0,1,vAustralia,Jaipur,10/16/2013,no
SDhawan,0,0,0,0,0,1,vAustralia,Jaipur,10/16/2013,no
RGSharma,0,0,0,0,0,1,vAustralia,Jaipur,10/16/2013,no
VKohli,0,0,0,0,0,1,vAustralia,Jaipur,10/16/2013,no
RGSharma,0,0,0,0,0,2,vAustralia,Mohali,10/19/2013,no
MSDhoni,0,0,0,0,0,2,vAustralia,Mohali,10/19/2013,no
SKRaina,0,0,0,0,0,2,vAustralia,Mohali,10/19/2013,no
SDhawan,0,0,0,0,0,2,vAustralia,Mohali,10/19/2013,no
MSDhoni,0,0,0,0,0,1,vAustralia,Ranchi,10/23/2013,no
SDhawan,0,0,0,0,0,1,vAustralia,Ranchi,10/23/2013,no
RGSharma,0,0,0,0,0,1,vAustralia,Ranchi,10/23/2013,no
VKohli,0,0,0,0,0,1,vAustralia,Ranchi,10/23/2013,no
MSDhoni,0,0,0,0,0,1,vAustralia,Nagpur,10/30/2013,no
YuvrajSingh,0,0,0,0,0,1,vAustralia,Nagpur,10/30/2013,no
SDhawan,0,0,0,0,0,1,vAustralia,Nagpur,10/30/2013,no
RGSharma,0,0,0,0,0,1,vAustralia,Nagpur,10/30/2013,no
VKohli,0,0,0,0,0,2,vAustralia,Bengaluru,11/2/2013,no
MSDhoni,0,0,0,0,0,2,vAustralia,Bengaluru,11/2/2013,no
YuvrajSingh,0,0,0,0,0,2,vAustralia,Bengaluru,11/2/2013,no
SKRaina,0,0,0,0,0,2,vAustralia,Bengaluru,11/2/2013,no
SDhawan,0,0,0,0,0,2,vAustralia,Bengaluru,11/2/2013,no
RGSharma,0,0,0,0,0,2,vAustralia,Bengaluru,11/2/2013,no
MSDhoni,0,0,0,0,0,1,vWestIndies,Kochi,11/21/2013,no
YuvrajSingh,0,0,0,0,0,1,vWestIndies,Kochi,11/21/2013,no
SDhawan,0,0,0,0,0,1,vWestIndies,Kochi,11/21/2013,no
VKohli,0,0,0,0,0,1,vWestIndies,Kochi,11/21/2013,no
MSDhoni,0,0,0,0,0,2,vWestIndies,Visakhapatnam,11/24/2013,no
YuvrajSingh,0,0,0,0,0,2,vWestIndies,Visakhapatnam,11/24/2013,no
SDhawan,0,0,0,0,0,2,vWestIndies,Visakhapatnam,11/24/2013,no
RGSharma,0,0,0,0,0,2,vWestIndies,Visakhapatnam,11/24/2013,no
VKohli,0,0,0,0,0,2,vWestIndies,Visakhapatnam,11/24/2013,no
MSDhoni,0,0,0,0,0,1,vWestIndies,Kanpur,11/27/2013,no
YuvrajSingh,0,0,0,0,0,1,vWestIndies,Kanpur,11/27/2013,no
SDhawan,0,0,0,0,0,1,vWestIndies,Kanpur,11/27/2013,no
RGSharma,0,0,0,0,0,1,vWestIndies,Kanpur,11/27/2013,no
VKohli,0,0,0,0,0,1,vWestIndies,Kanpur,11/27/2013,no
MSDhoni,0,0,0,0,0,1,vSouthAfrica,Johannesburg,12/5/2013,no
YuvrajSingh,0,0,0,0,0,1,vSouthAfrica,Johannesburg,12/5/2013,no
SDhawan,0,0,0,0,0,1,vSouthAfrica,Johannesburg,12/5/2013,no
RGSharma,0,0,0,0,0,1,vSouthAfrica,Johannesburg,12/5/2013,no
MSDhoni,0,0,0,0,0,1,vSouthAfrica,Durban,12/8/2013,no
SDhawan,0,0,0,0,0,1,vSouthAfrica,Durban,12/8/2013,no
RGSharma,0,0,0,0,0,1,vSouthAfrica,Durban,12/8/2013,no
AMRahane,0,0,0,0,0,1,vSouthAfrica,Durban,12/8/2013,no
MSDhoni,0,0,0,0,0,1,vSouthAfrica,Centurion,12/11/2013,no
YuvrajSingh,0,0,0,0,0,1,vSouthAfrica,Centurion,12/11/2013,no
SDhawan,0,0,0,0,0,1,vSouthAfrica,Centurion,12/11/2013,no
RGSharma,0,0,0,0,0,1,vSouthAfrica,Centurion,12/11/2013,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Napier,1/19/2014,no
SKRaina,0,0,0,0,0,1,vNewZealand,Napier,1/19/2014,no
SDhawan,0,0,0,0,0,1,vNewZealand,Napier,1/19/2014,no
RGSharma,0,0,0,0,0,1,vNewZealand,Napier,1/19/2014,no
AMRahane,0,0,0,0,0,1,vNewZealand,Napier,1/19/2014,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Hamilton,1/22/2014,no
SDhawan,0,0,0,0,0,1,vNewZealand,Hamilton,1/22/2014,no
RGSharma,0,0,0,0,0,1,vNewZealand,Hamilton,1/22/2014,no
AMRahane,0,0,0,0,0,1,vNewZealand,Hamilton,1/22/2014,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Auckland,1/25/2014,no
SDhawan,0,0,0,0,0,1,vNewZealand,Auckland,1/25/2014,no
RGSharma,0,0,0,0,0,1,vNewZealand,Auckland,1/25/2014,no
VKohli,0,0,0,0,0,1,vNewZealand,Auckland,1/25/2014,no
AMRahane,0,0,0,0,0,1,vNewZealand,Auckland,1/25/2014,no
MSDhoni,0,0,0,0,0,2,vNewZealand,Hamilton,1/28/2014,no
RGSharma,0,0,0,0,0,2,vNewZealand,Hamilton,1/28/2014,no
VKohli,0,0,0,0,0,2,vNewZealand,Hamilton,1/28/2014,no
AMRahane,0,0,0,0,0,2,vNewZealand,Hamilton,1/28/2014,no
MSDhoni,0,0,0,0,0,1,vNewZealand,Wellington,1/31/2014,no
ATRayudu,0,0,0,0,0,1,vNewZealand,Wellington,1/31/2014,no
SDhawan,0,0,0,0,0,1,vNewZealand,Wellington,1/31/2014,no
RGSharma,0,0,0,0,0,1,vNewZealand,Wellington,1/31/2014,no
AMRahane,0,0,0,0,0,1,vNewZealand,Wellington,1/31/2014,no
KDKarthik,0,0,0,0,0,1,vBangladesh,Fatullah,2/26/2014,no
SDhawan,0,0,0,0,0,1,vBangladesh,Fatullah,2/26/2014,no
RGSharma,0,0,0,0,0,1,vBangladesh,Fatullah,2/26/2014,no
AMRahane,0,0,0,0,0,1,vBangladesh,Fatullah,2/26/2014,no
KDKarthik,0,0,0,0,0,2,vSriLanka,Fatullah,2/28/2014,no
SDhawan,0,0,0,0,0,2,vSriLanka,Fatullah,2/28/2014,no
VKohli,0,0,0,0,0,2,vSriLanka,Fatullah,2/28/2014,no
AMRahane,0,0,0,0,0,2,vSriLanka,Fatullah,2/28/2014,no
VKohli,0,0,0,0,0,2,vPakistan,Dhaka,3/2/2014,no
AMRahane,0,0,0,0,0,2,vPakistan,Dhaka,3/2/2014,no
KDKarthik,0,0,0,0,0,2,vPakistan,Dhaka,3/2/2014,no
ATRayudu,0,0,0,0,0,2,vPakistan,Dhaka,3/2/2014,no
SDhawan,0,0,0,0,0,2,vPakistan,Dhaka,3/2/2014,no
RGSharma,0,0,0,0,0,2,vPakistan,Dhaka,3/2/2014,no
KDKarthik,0,0,0,0,0,1,vAfghanistan,Dhaka,3/5/2014,no
ATRayudu,0,0,0,0,0,1,vAfghanistan,Dhaka,3/5/2014,no
SDhawan,0,0,0,0,0,1,vAfghanistan,Dhaka,3/5/2014,no
RGSharma,0,0,0,0,0,1,vAfghanistan,Dhaka,3/5/2014,no
VKohli,0,0,0,0,0,1,vAfghanistan,Dhaka,3/5/2014,no
AMRahane,0,0,0,0,0,1,vAfghanistan,Dhaka,3/5/2014,no
ATRayudu,0,0,0,0,0,1,vBangladesh,Dhaka,6/15/2014,no
CAPujara,0,0,0,0,0,1,vBangladesh,Dhaka,6/15/2014,no
AMRahane,0,0,0,0,0,1,vBangladesh,Dhaka,6/15/2014,no
WPSaha,0,0,0,0,0,1,vBangladesh,Dhaka,6/15/2014,no
RVUthappa,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
ATRayudu,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
AMishra,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
SKRaina,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
CAPujara,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
AMRahane,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
WPSaha,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
ARPatel,0,0,0,0,0,2,vBangladesh,Dhaka,6/17/2014,no
ATRayudu,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
STRBinny,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
SKRaina,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
CAPujara,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
MKTiwary,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
AMRahane,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
WPSaha,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
UTYadav,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
MMSharma,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
ARPatel,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
RVUthappa,0,0,0,0,0,0,vBangladesh,Dhaka,6/19/2014,no
MSDhoni,0,0,0,0,0,2,vEngland,Cardiff,8/27/2014,no
SDhawan,0,0,0,0,0,2,vEngland,Cardiff,8/27/2014,no
RGSharma,0,0,0,0,0,2,vEngland,Cardiff,8/27/2014,no
VKohli,0,0,0,0,0,2,vEngland,Cardiff,8/27/2014,no
AMRahane,0,0,0,0,0,2,vEngland,Cardiff,8/27/2014,no
MSDhoni,0,0,0,0,0,1,vEngland,Nottingham,8/30/2014,no
SDhawan,0,0,0,0,0,1,vEngland,Nottingham,8/30/2014,no
VKohli,0,0,0,0,0,1,vEngland,Nottingham,8/30/2014,no
AMRahane,0,0,0,0,0,1,vEngland,Nottingham,8/30/2014,no
MSDhoni,0,0,0,0,0,1,vEngland,Birmingham,9/2/2014,no
ATRayudu,0,0,0,0,0,1,vEngland,Birmingham,9/2/2014,no
SDhawan,0,0,0,0,0,1,vEngland,Birmingham,9/2/2014,no
VKohli,0,0,0,0,0,1,vEngland,Birmingham,9/2/2014,no
AMRahane,0,0,0,0,0,1,vEngland,Birmingham,9/2/2014,no
MSDhoni,0,0,0,0,0,1,vEngland,Leeds,9/5/2014,no
ATRayudu,0,0,0,0,0,1,vEngland,Leeds,9/5/2014,no
SDhawan,0,0,0,0,0,1,vEngland,Leeds,9/5/2014,no
VKohli,0,0,0,0,0,1,vEngland,Leeds,9/5/2014,no
AMRahane,0,0,0,0,0,1,vEngland,Leeds,9/5/2014,no
MSDhoni,0,0,0,0,0,1,vWestIndies,Kochi,10/8/2014,no
ATRayudu,0,0,0,0,0,1,vWestIndies,Kochi,10/8/2014,no
SDhawan,0,0,0,0,0,1,vWestIndies,Kochi,10/8/2014,no
VKohli,0,0,0,0,0,1,vWestIndies,Kochi,10/8/2014,no
AMRahane,0,0,0,0,0,1,vWestIndies,Kochi,10/8/2014,no
MSDhoni,0,0,0,0,0,2,vWestIndies,Delhi,10/11/2014,no
ATRayudu,0,0,0,0,0,2,vWestIndies,Delhi,10/11/2014,no
SKRaina,0,0,0,0,0,2,vWestIndies,Delhi,10/11/2014,no
SDhawan,0,0,0,0,0,2,vWestIndies,Delhi,10/11/2014,no
AMRahane,0,0,0,0,0,2,vWestIndies,Delhi,10/11/2014,no
MSDhoni,0,0,0,0,0,2,vWestIndies,Dharamsala,10/17/2014,no
ATRayudu,0,0,0,0,0,2,vWestIndies,Dharamsala,10/17/2014,no
SKRaina,0,0,0,0,0,2,vWestIndies,Dharamsala,10/17/2014,no
SDhawan,0,0,0,0,0,2,vWestIndies,Dharamsala,10/17/2014,no
AMRahane,0,0,0,0,0,2,vWestIndies,Dharamsala,10/17/2014,no
ATRayudu,0,0,0,0,0,2,vSriLanka,Cuttack,11/2/2014,no
SDhawan,0,0,0,0,0,2,vSriLanka,Cuttack,11/2/2014,no
AMRahane,0,0,0,0,0,2,vSriLanka,Cuttack,11/2/2014,no
WPSaha,0,0,0,0,0,2,vSriLanka,Cuttack,11/2/2014,no
ATRayudu,0,0,0,0,0,1,vSriLanka,Ahmedabad,11/6/2014,no
SKRaina,0,0,0,0,0,1,vSriLanka,Ahmedabad,11/6/2014,no
SDhawan,0,0,0,0,0,1,vSriLanka,Ahmedabad,11/6/2014,no
VKohli,0,0,0,0,0,1,vSriLanka,Ahmedabad,11/6/2014,no
AMRahane,0,0,0,0,0,1,vSriLanka,Ahmedabad,11/6/2014,no
WPSaha,0,0,0,0,0,1,vSriLanka,Ahmedabad,11/6/2014,no
SDhawan,0,0,0,0,0,1,vSriLanka,Hyderabad(Deccan),11/9/2014,no
VKohli,0,0,0,0,0,1,vSriLanka,Hyderabad(Deccan),11/9/2014,no
AMRahane,0,0,0,0,0,1,vSriLanka,Hyderabad(Deccan),11/9/2014,no
WPSaha,0,0,0,0,0,1,vSriLanka,Hyderabad(Deccan),11/9/2014,no
RVUthappa,0,0,0,0,0,2,vSriLanka,Kolkata,11/13/2014,no
ATRayudu,0,0,0,0,0,2,vSriLanka,Kolkata,11/13/2014,no
RGSharma,0,0,0,0,0,2,vSriLanka,Kolkata,11/13/2014,no
VKohli,0,0,0,0,0,2,vSriLanka,Kolkata,11/13/2014,no
AMRahane,0,0,0,0,0,2,vSriLanka,Kolkata,11/13/2014,no
RVUthappa,0,0,0,0,0,1,vSriLanka,Ranchi,11/16/2014,no
RGSharma,0,0,0,0,0,1,vSriLanka,Ranchi,11/16/2014,no
VKohli,0,0,0,0,0,1,vSriLanka,Ranchi,11/16/2014,no
AMRahane,0,0,0,0,0,1,vSriLanka,Ranchi,11/16/2014,no
KMJadhav,0,0,0,0,0,1,vSriLanka,Ranchi,11/16/2014,no
MSDhoni,0,0,0,0,0,2,vAustralia,Melbourne,1/18/2015,no
SDhawan,0,0,0,0,0,2,vAustralia,Melbourne,1/18/2015,no
RGSharma,0,0,0,0,0,2,vAustralia,Melbourne,1/18/2015,no
VKohli,0,0,0,0,0,2,vAustralia,Melbourne,1/18/2015,no
AMRahane,0,0,0,0,0,2,vAustralia,Melbourne,1/18/2015,no
MSDhoni,0,0,0,0,0,2,vEngland,Brisbane,1/20/2015,no
ATRayudu,0,0,0,0,0,2,vEngland,Brisbane,1/20/2015,no
SDhawan,0,0,0,0,0,2,vEngland,Brisbane,1/20/2015,no
VKohli,0,0,0,0,0,2,vEngland,Brisbane,1/20/2015,no
