Player,Inns,Runs,Overs,Conc,Wkts,Ct,St,Opposition,Ground,StartDate,Result
BKumar,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
BKumar,2,0,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
BKumar,2,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
BKumar,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
BKumar,2,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
BKumar,2,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
BKumar,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
BKumar,2,9,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
BKumar,2,0,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
BKumar,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
MandeepSingh,2,52,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
MandeepSingh,2,31,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
MandeepSingh,2,0,0,0,0,1,0,vZimbabwe,Harare,6/22/2016,no
AMishra,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
AMishra,2,0,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
AMishra,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
AMishra,2,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
AMishra,2,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
MohammedShami,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
MohammedShami,2,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
MohammedShami,2,0,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
MohammedShami,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
MohammedShami,2,0,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
MohammedShami,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
PNegi,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
ANehra,2,0,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
ANehra,2,0,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
ANehra,2,0,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
ANehra,2,0,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
ANehra,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
ANehra,2,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
ANehra,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
ANehra,2,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
MKPandey,2,0,0,0,0,0,0,vWestIndies,Mumbai,3/31/2016,no
MKPandey,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
MKPandey,2,51,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
MKPandey,2,48,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
MKPandey,2,0,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
MKPandey,2,0,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
MKPandey,2,0,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
MKPandey,2,0,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
MKPandey,2,0,0,0,0,1,0,vZimbabwe,Harare,7/17/2015,no
HHPandya,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
HHPandya,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
HHPandya,2,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
HHPandya,2,0,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
HHPandya,2,0,0,0,0,1,0,vEngland,Nagpur,1/29/2017,no
HHPandya,2,2,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
HHPandya,2,1,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
HHPandya,2,0,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
HHPandya,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
HHPandya,2,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
RRPant,2,0,0,0,0,0,0,vWestIndies,Kingston,7/9/2017,no
RRPant,2,0,0,0,0,1,0,vEngland,Bengaluru,2/1/2017,no
ARPatel,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
ARPatel,2,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
ARPatel,2,18,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
ARPatel,2,13,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
IKPathan,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
AMRahane,2,0,0,0,0,1,0,vWestIndies,Mumbai,3/31/2016,no
AMRahane,2,0,0,0,0,1,0,vSriLanka,Ranchi,2/12/2016,no
AMRahane,2,0,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
AMRahane,2,0,0,0,0,1,0,vPakistan,Ahmedabad,12/28/2012,no
AMRahane,2,8,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
AMRahane,2,4,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
AMRahane,2,4,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
AMRahane,2,0,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
AMRahane,2,19,0,0,0,0,0,vEngland,Pune,12/20/2012,no
AMRahane,2,0,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
AMRahane,2,0,0,0,0,1,0,vAustralia,Dhaka,3/30/2014,no
AMRahane,2,0,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
AMRahane,2,7,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
AMRahane,2,0,0,0,0,1,0,vZimbabwe,Harare,7/17/2015,no
AMRahane,2,22,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
AMRahane,2,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
AMRahane,2,32,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
KLRahul,2,0,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
KLRahul,2,0,0,0,0,0,0,vEngland,Bengaluru,2/1/2017,no
KLRahul,2,47,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
KLRahul,2,24,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
KLRahul,2,0,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
KLRahul,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
KLRahul,2,0,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
KLRahul,2,0,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
KLRahul,2,110,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
SKRaina,2,1,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
SKRaina,2,25,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
SKRaina,2,0,0,0,0,1,0,vAfghanistan,Colombo(RPS),9/19/2012,no
SKRaina,2,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
SKRaina,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
SKRaina,2,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
SKRaina,2,10,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
SKRaina,2,0,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
SKRaina,2,0,0,0,0,0,0,vAustralia,Adelaide,1/26/2016,no
SKRaina,2,26,0,0,0,0,0,vEngland,Pune,12/20/2012,no
SKRaina,2,35,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
SKRaina,2,0,0,0,0,0,0,vBangladesh,Dhaka,2/24/2016,no
SKRaina,2,25,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
SKRaina,2,0,0,0,0,0,0,vAustralia,Colombo(RPS),9/28/2012,no
SKRaina,2,1,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
SKRaina,2,49,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
SKRaina,2,0,0,0,0,0,0,vEngland,Colombo(RPS),9/23/2012,no
SKRaina,2,19,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
SKRaina,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
SKRaina,2,1,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
SKRaina,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
SKRaina,2,21,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
SKRaina,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
SKRaina,2,0,0,0,0,0,0,vWestIndies,Mumbai,3/31/2016,no
SKRaina,2,0,0,0,0,3,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
SKRaina,2,0,0,0,0,0,0,vAustralia,Melbourne,1/29/2016,no
SKRaina,2,0,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
SKRaina,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
ATRayudu,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
ATRayudu,2,19,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
ATRayudu,2,0,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
ATRayudu,2,0,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
ATRayudu,2,3,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
ATRayudu,2,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
SVSamson,2,19,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
SandeepSharma,2,1,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
VSehwag,2,0,0,0,0,1,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
VSehwag,2,0,0,0,0,0,0,vAfghanistan,Colombo(RPS),9/19/2012,no
VSehwag,2,29,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
ISharma,2,0,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
KVSharma,2,0,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
MMSharma,2,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
MMSharma,2,0,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
MMSharma,2,3,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
RGSharma,2,0,0,0,0,1,0,vPakistan,Ahmedabad,12/28/2012,no
RGSharma,2,0,0,0,0,0,0,vAustralia,Melbourne,1/29/2016,no
RGSharma,2,0,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
RGSharma,2,0,0,0,0,0,0,vSriLanka,Ranchi,2/12/2016,no
RGSharma,2,39,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
RGSharma,2,62,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
RGSharma,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
RGSharma,2,9,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
RGSharma,2,10,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
RGSharma,2,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
RGSharma,2,10,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
RGSharma,2,0,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
RGSharma,2,12,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
RGSharma,2,0,0,0,0,0,0,vAustralia,Adelaide,1/26/2016,no
RGSharma,2,0,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
RGSharma,2,24,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
RGSharma,2,0,0,0,0,1,0,vBangladesh,Dhaka,2/24/2016,no
RGSharma,2,0,0,0,0,1,0,vAustralia,Dhaka,3/30/2014,no
RGSharma,2,15,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
RGSharma,2,0,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
RGSharma,2,62,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
RGSharma,2,5,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
RGSharma,2,52,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
RGSharma,2,0,0,0,0,0,0,vEngland,Colombo(RPS),9/23/2012,no
RGSharma,2,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
RGSharma,2,8,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
RGSharma,2,13,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
RGSharma,2,24,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
RGSharma,2,56,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
RGSharma,2,0,0,0,0,1,0,vWestIndies,Mumbai,3/31/2016,no
RGSharma,2,1,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
RGSharma,2,0,0,0,0,0,0,vBangladesh,Bengaluru,3/23/2016,no
RGSharma,2,0,0,0,0,1,0,vSouthAfrica,Cuttack,10/5/2015,no
BBSran,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
JDUnadkat,2,0,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
RVUthappa,2,42,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
RVUthappa,2,0,0,0,0,0,0,vZimbabwe,Harare,7/17/2015,no
MVijay,2,13,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
MVijay,2,0,0,0,0,0,0,vZimbabwe,Harare,7/17/2015,no
RVinayKumar,2,0,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
YuvrajSingh,2,38,0,0,0,0,0,vEngland,Pune,12/20/2012,no
YuvrajSingh,2,0,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
YuvrajSingh,2,0,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
YuvrajSingh,2,1,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
YuvrajSingh,2,0,0,0,0,1,0,vBangladesh,Dhaka,2/24/2016,no
YuvrajSingh,2,35,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
YuvrajSingh,2,0,0,0,0,0,0,vAustralia,Dhaka,3/30/2014,no
YuvrajSingh,2,0,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
YuvrajSingh,2,4,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
YuvrajSingh,2,21,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
YuvrajSingh,2,15,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
YuvrajSingh,2,77,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
YuvrajSingh,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
YuvrajSingh,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
YuvrajSingh,2,18,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
YuvrajSingh,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
YuvrajSingh,2,0,0,0,0,0,0,vBangladesh,Bengaluru,3/23/2016,no
YuvrajSingh,2,19,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
YuvrajSingh,2,0,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
YuvrajSingh,2,0,0,0,0,0,0,vEngland,Bengaluru,2/1/2017,no
YuvrajSingh,2,10,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
YuvrajSingh,2,14,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
YuvrajSingh,2,25,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
YuvrajSingh,2,24,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
